,Z2,Z1
2024-07-01,3090318.324348094,2025034.7815443263
2024-07-02,3138740.053300728,2053631.960532274
2024-07-03,3178265.0426124753,2085463.7704367717
2024-07-04,3213077.7416442353,2131110.42887
2024-07-05,3260545.9159309347,2184840.556311619
2024-07-06,3326572.4160836693,2240926.374143047
2024-07-07,3416026.1769527555,2309688.957376749
2024-07-08,3513251.4276782013,2397779.6346706348
2024-07-09,3601606.934482887,2495437.616117015
2024-07-10,3671907.788352431,2602469.695274262
2024-07-11,3736000.334004075,2711269.6658182354
2024-07-12,3835937.0043915636,2828813.5683189174
2024-07-13,3938779.9004171817,2956521.5261716098
2024-07-14,4045908.4261770668,3094516.164250238
2024-07-15,4132403.6564318617,3248606.998177929
2024-07-16,4163581.2483050306,3389949.9511928395
2024-07-17,4141875.3891965635,3488335.2343658116
2024-07-18,4073995.4897687575,3498258.580361756
2024-07-19,4015242.0121966465,3450660.634537408
2024-07-20,3960175.0298953424,3369515.3081337465
2024-07-21,3872959.460779267,3242353.018066473
2024-07-22,3727201.4444726147,3049005.3306384385
2024-07-23,3612532.8148818053,2888239.9607801307
2024-07-24,3514344.21575958,2759949.9850421017
2024-07-25,3410365.0280378745,2630582.9814925925
2024-07-26,3344585.332351366,2545714.4943389706
2024-07-27,3303258.2099947287,2495423.252925939
2024-07-28,3275179.6943188463,2453093.711068444
2024-07-29,3206143.8418410923,2380315.354093164
2024-07-30,2924028.0083900345,2120276.750276946
2024-07-31,2725434.925032541,1916298.3762172724
2024-08-01,2652401.544276652,1824229.9776332816
2024-08-02,2599872.196089414,1763428.9440802177
2024-08-03,2541438.412544201,1706631.4348063818
2024-08-04,2492996.9728755597,1658027.3903558059
2024-08-05,2452281.471955186,1616915.0548275458
2024-08-06,2413335.8360096565,1581022.9373585042
2024-08-07,2379357.2552909385,1553679.089094049
2024-08-08,2361711.8996619084,1546027.3219549437
2024-08-09,2355473.8328911103,1555277.0696346958
2024-08-10,2357803.9905289053,1572473.1740755464
2024-08-11,2365200.987150408,1587771.349269698
2024-08-12,2352814.7232324434,1580308.2684187721
2024-08-13,2293951.8933218303,1536305.9612355568
2024-08-14,2192099.519567092,1457893.443507411
2024-08-15,2165545.5912172063,1429958.801007057
2024-08-16,2131363.471040317,1393575.4941668345
2024-08-17,2089686.4653416534,1345457.623108623
2024-08-18,2039273.346516259,1292399.1578824876
2024-08-19,1922807.898107337,1195189.2078895215
2024-08-20,1763663.9080299265,1070986.9990598205
2024-08-21,1649717.9687657563,974529.6137820145
2024-08-22,1500469.8662360846,865210.7803768094
2024-08-23,1384140.666367881,786096.8699384306
2024-08-24,1217983.457488092,691814.2518186448
2024-08-25,1144439.3609186907,650409.6696279265
2024-08-26,1157261.0171460332,657918.6892291405
2024-08-27,1041753.4503087626,601240.9071512814
2024-08-28,1095867.80964121,627308.3973849367
2024-08-29,1189930.4605584135,673859.6720957586
2024-08-30,1296176.1490371588,732870.1032395484
2024-08-31,1405214.697388916,795814.9777168368
2024-09-01,1507519.5134864482,854919.236111585
2024-09-02,1561056.551325317,882643.6464265856
2024-09-03,1579062.9435294648,888026.2085997302
2024-09-04,1621029.161837286,909715.8151879511
2024-09-05,1688713.056414956,953254.5824875585
2024-09-06,1761834.376676219,1005014.7291330473
2024-09-07,1837545.4693686154,1063743.8185161424
2024-09-08,1908147.1814502424,1114949.8797605436
2024-09-09,1959572.0933969386,1153705.4106439764
2024-09-10,1988098.3818559009,1165448.4756206807
2024-09-11,1944829.6720132865,1125724.151820593
2024-09-12,1853665.0047685974,1059264.9574395844
2024-09-13,1849091.8900638698,1050596.3378478016
2024-09-14,1630674.8627940686,891720.4158892109
2024-09-15,1530857.9303172128,812247.8396039276
2024-09-16,1528542.4046488777,806458.9318841144
2024-09-17,1505922.8728297828,778143.4667988394
2024-09-18,1319841.6306199268,630446.2660789815
2024-09-19,1285842.3974390565,602222.6683894236
2024-09-20,1274678.9637846602,590503.0559871822
2024-09-21,1279070.5083197271,590260.5921633218
2024-09-22,1256839.9480604825,574500.1272177536
2024-09-23,1116334.6094596717,475211.51324354316
2024-09-24,995397.8820970727,409702.4614552177
2024-09-25,931247.8976096532,381306.9252077971
2024-09-26,768944.9548514618,297286.2249133849
2024-09-27,679547.8806730661,246591.10146803182
2024-09-28,745009.6623891038,282869.2413616897
2024-09-29,737352.3755023605,280594.7400068943
2024-09-30,838822.6948355752,341273.75138234685
2024-10-01,871444.253623628,360679.7774056662
2024-10-02,783341.9564391642,313746.15905958886
2024-10-03,829827.4901252866,343828.36151423724
2024-10-04,829167.17901404,340411.04800541623
2024-10-05,805469.8609580628,330261.41953788756
2024-10-06,807198.5119067719,330489.2692983341
2024-10-07,829541.5247117558,339375.8658258382
2024-10-08,797531.9719135691,312072.870723414
2024-10-09,771619.4382935503,305427.30580067605
2024-10-10,784366.0589913192,315102.1853329291
2024-10-11,837670.7515469994,349106.77598185005
2024-10-12,820197.9789302046,341249.8772086276
2024-10-13,875519.0247666996,374310.5595131065
2024-10-14,851523.2210355682,361232.6937140888
2024-10-15,735509.0298307352,301016.80503676593
2024-10-16,678529.3972000799,277895.57497498
2024-10-17,646175.7470220262,261956.98905292508
2024-10-18,632835.4615397274,250356.9863289522
2024-10-19,430981.0556249492,134460.6783926929
2024-10-20,304736.5443672396,94642.6991742193
2024-10-21,238773.42888132675,77744.05372766023
2024-10-22,259113.58686828712,83175.05165182482
2024-10-23,338816.5138344458,107645.59305184915
2024-10-24,434617.33417541184,142642.60973217062
2024-10-25,505802.2986074415,170207.2334716978
2024-10-26,484813.23137537943,158947.95123673894
2024-10-27,460641.9218572972,141164.83600580055
2024-10-28,406471.30440404674,120024.18104637678
2024-10-29,391412.7148168045,116818.97484263347
2024-10-30,419833.8879395804,128374.97105945292
2024-10-31,316685.9090305943,88916.67028921383
2024-11-01,294392.7761788709,84015.5546998501
2024-11-02,229920.04662072408,70007.75920077952
2024-11-03,225338.64408630104,72567.21857451921
2024-11-04,256318.7301926279,81635.33528488044
2024-11-05,263188.3626135421,77799.31679067343
2024-11-06,293774.9725637083,89653.08172685755
2024-11-07,304007.9018937972,94629.01091504915
2024-11-08,316759.1875060402,98307.34689117383
2024-11-09,277782.48144697456,85684.82152176645
2024-11-10,231473.8773362844,75008.28472092845
2024-11-11,212428.67612118003,71032.72165375718
2024-11-12,209548.46974799142,69472.78460235673
2024-11-13,191449.39280379965,64892.68984884185
2024-11-14,164504.30056256882,59421.77783429784
2024-11-15,174553.191900059,62809.0404604881
2024-11-16,199793.15173696083,69906.07739742755
2024-11-17,128832.63960322176,53735.92314242768
2024-11-18,115671.04100868848,53107.22406500475
2024-11-19,132659.15699385115,57373.726755913594
2024-11-20,119473.92190824325,54298.54087329356
2024-11-21,112451.63865888437,52266.57469648895
2024-11-22,112177.66545885325,52738.431018934476
2024-11-23,101866.77542009627,50459.986052419015
2024-11-24,105130.94375768185,51094.41535503529
2024-11-25,99887.40656016827,50447.71975715827
2024-11-26,105418.94761347036,53381.151609694585
2024-11-27,136086.6522626012,60834.09302734087
2024-11-28,148005.84168591927,65165.26749245066
2024-11-29,163467.50652812413,69151.82992524949
2024-11-30,158556.03700105098,67281.21058444798
2024-12-01,147943.40110790092,65043.57891795446
2024-12-02,167724.47030107072,70928.42319518261
2024-12-03,172498.6187297586,73765.37648079783
2024-12-04,188079.58169823934,81078.26006413726
2024-12-05,195229.96824572387,85800.78545613341
2024-12-06,168459.07673156066,78088.00147462475
2024-12-07,145696.3669370922,68786.32248956962
2024-12-08,131574.47857834032,63679.19329668604
2024-12-09,150576.22431953342,70599.5940804141
2024-12-10,165959.35148475663,77193.98878776809
2024-12-11,169778.64808351127,79892.19285117628
2024-12-12,168940.8940373709,81866.96072221558
2024-12-13,127096.35387688852,66356.4558315042
2024-12-14,85902.43861592592,49778.820352199975
2024-12-15,65534.75340483029,42212.373768294376
2024-12-16,71889.7428849179,42900.971964790675
2024-12-17,57292.791099124435,39117.52970856261
2024-12-18,38980.93121408893,33972.277263064345
2024-12-19,53361.35483169611,37574.37587436219
2024-12-20,40599.52131787724,34603.20668594834
2024-12-21,31425.791251383613,32383.935265257707
2024-12-22,25385.22882257196,30979.93774305797
2024-12-23,20947.034520319045,29814.190135883302
2024-12-24,37607.7391846065,34784.28560227894
2024-12-25,51497.05328936892,38320.578280138325
2024-12-26,34358.31057573443,34426.786096071555
2024-12-27,37028.40989417383,35405.046493607646
2024-12-28,37939.40590902746,36026.58074518275
2024-12-29,39489.05604977746,36390.52717377505
2024-12-30,34341.90140774145,35712.37521087112
2024-12-31,39404.652324650226,37207.28886130841
2025-01-01,50050.17453386975,39682.43164687044
2025-01-02,52660.94850674822,40555.17620441667
2025-01-03,40515.86798937454,37774.19458404798
2025-01-04,32275.124360572485,36096.171062289206
2025-01-05,28338.983989112658,35312.6966512466
2025-01-06,38441.99765772422,37741.63902668335
2025-01-07,61492.75032477141,42887.88804788095
2025-01-08,64035.54374984071,43962.338183087624
2025-01-09,90776.19469045913,51008.16040091043
2025-01-10,115530.77580975843,58885.97759970091
2025-01-11,128582.19805794396,64228.616791977234
2025-01-12,148331.71190150085,72660.42324801262
2025-01-13,163044.5098507243,81234.45290058848
2025-01-14,165769.03075713175,85198.73004997105
2025-01-15,178640.88087552157,95106.21573402223
2025-01-16,194347.87386795017,107847.52191968387
2025-01-17,204222.7503747561,118152.01470613142
2025-01-18,226699.89466729015,135732.96391898
2025-01-19,248974.45318810604,155857.00075801922
2025-01-20,270824.6699068196,178825.3053284474
2025-01-21,280033.6671042565,197617.67765018856
2025-01-22,294683.89220833237,220624.78275964182
2025-01-23,290114.7057325651,229698.3829179881
2025-01-24,282815.98824404407,234396.33665272334
2025-01-25,299529.5825690744,254906.00424892153
2025-01-26,314987.0173192914,272569.3589314313
2025-01-27,329188.9300445593,288063.78344875446
2025-01-28,342211.6810796195,301616.5124520457
2025-01-29,353269.23773225443,312864.5160575838
2025-01-30,352031.70073708176,313508.91733621486
2025-01-31,295520.49021963606,257945.8243577286
2025-02-01,240170.87378735834,193884.82213255408
2025-02-02,219134.38750390304,171190.94819315962
2025-02-03,199267.02255021626,149253.72102749295
2025-02-04,178877.90004171638,125863.27821363881
2025-02-05,182128.92254664822,126644.13646966309
2025-02-06,184764.7471015328,133299.4102642115
2025-02-07,202902.34564307614,153855.53342632583
2025-02-08,225462.7060500094,175396.8112299925
2025-02-09,244211.97851379227,195630.7515065198
2025-02-10,275222.1823762044,224009.23230143954
2025-02-11,303248.1811872685,249768.98496331932
2025-02-12,337932.57818580116,282931.9848476833
2025-02-13,370777.3130537021,314780.19093743333
2025-02-14,385891.16854997154,332385.88127043017
2025-02-15,406523.99869035475,358114.8101053505
2025-02-16,356830.55756109057,312907.4724861099
2025-02-17,316314.670397394,267171.14432842156
2025-02-18,310241.509097283,265344.05630841927
2025-02-19,298660.5879530618,249987.21275000682
2025-02-20,270719.3059989378,206893.73708211127
2025-02-21,265804.5028845996,200199.37716742582
2025-02-22,231295.9036771418,156247.41062473223
2025-02-23,207807.8762978652,130277.93843642395
2025-02-24,204868.12268614993,130926.52626474964
2025-02-25,192095.58033894305,115469.05859240764
2025-02-26,201253.00218608114,120689.25577492794
2025-02-27,233982.3207105621,144327.48638999634
2025-02-28,250725.15492717002,152452.79571891692
2025-03-01,311271.68518836045,200194.81844383577
2025-03-02,360312.6694175708,240129.51446075988
2025-03-03,403661.7341231725,285082.3909631819
2025-03-04,444639.08634176967,332142.8610671953
2025-03-05,440080.2929442457,349173.3454110559
2025-03-06,506212.3739701469,421417.98945429537
2025-03-07,590327.0940741247,510294.9124756422
2025-03-08,607077.1400940113,550752.6603995755
2025-03-09,562041.7956670662,530565.462842041
2025-03-10,526781.8854050619,500742.7510215872
2025-03-11,527555.8379422291,505922.9029934534
2025-03-12,500429.9075189213,473465.43774366763
2025-03-13,483008.1141023183,453804.21318923024
2025-03-14,510357.13222560054,489695.4775691879
2025-03-15,526988.6376045373,508058.5801125261
2025-03-16,522572.95760306896,505993.887490973
2025-03-17,546643.0176819646,531350.2833137239
2025-03-18,605630.9846622297,595457.0096300277
2025-03-19,664853.7668653387,664249.3607105525
2025-03-20,647056.2272351194,647325.3109409211
2025-03-21,631946.0067758182,631799.4062328974
2025-03-22,646643.9885413736,650466.7289264473
2025-03-23,671810.8726407998,680859.1945646239
2025-03-24,622675.7090046958,610289.1528037041
2025-03-25,594677.7221910352,559107.7224673269
2025-03-26,622669.556843694,585681.1980952534
2025-03-27,665915.1456386049,624167.4635921563
2025-03-28,700359.3287249558,650243.9326721099
2025-03-29,691855.1188220337,628718.5668258641
2025-03-30,713693.9003974171,628571.4495903634
2025-03-31,809356.1964540095,710573.0011939588
2025-04-01,922088.5124288489,805777.4982416269
2025-04-02,1049393.1252244082,922841.6598269583
2025-04-03,1190647.1400234639,1073245.6677668102
2025-04-04,1364510.0215309307,1300873.1230903636
2025-04-05,1516898.9291814407,1590231.8523845524
2025-04-06,1629091.8010122774,1929954.6306053158
2025-04-07,1616952.8865933511,2146391.4783659745
2025-04-08,1625298.8430965282,2337255.883454434
2025-04-09,1635044.2863533506,2476982.5612429953
2025-04-10,1704882.5131312674,2666616.2050462663
2025-04-11,1717879.9804270477,2694285.6671347413
2025-04-12,1782433.7389773894,2782954.8481127154
2025-04-13,1878644.5335280034,2932385.738803253
2025-04-14,1975483.9469255325,3095295.4941560156
2025-04-15,2053979.3528371337,3207876.0875962046
2025-04-16,2158761.678301115,3355004.7769443356
2025-04-17,2265039.560601699,3526982.547503795
2025-04-18,2365342.1505410224,3709727.356278245
2025-04-19,2444866.6266388977,3841271.5822132532
2025-04-20,2516820.2220528545,3954722.476915565
2025-04-21,2537915.821138435,3927938.5880221603
2025-04-22,2616261.7442550547,4003087.05294044
2025-04-23,2704840.5796896624,4124344.203022354
2025-04-24,2783336.3325333204,4244384.79353059
2025-04-25,2847257.0367006697,4304597.221636565
2025-04-26,2912943.4643194983,4297859.948685117
2025-04-27,2995215.8897997066,4278158.158525415
2025-04-28,3045512.531615154,4176894.6815049183
2025-04-29,2959706.7499440503,3736673.592403734
2025-04-30,2942969.253827703,3389623.7132033985
2025-05-01,2949643.659083871,3124392.5711313477
2025-05-02,2962205.3819376905,2895651.1679798122
2025-05-03,2932872.4533333536,2626782.409899054
2025-05-04,2924813.940126647,2423256.956209499
2025-05-05,2965098.702592044,2323345.9691780834
2025-05-06,3011866.9261607137,2248961.903746409
2025-05-07,3010064.1014811615,2140768.5220993212
2025-05-08,3016329.991054501,2069597.425982897
2025-05-09,3043391.69100661,2020627.2852347582
2025-05-10,3008746.5925361346,1929854.695295841
2025-05-11,2904496.4037339548,1789399.1855292758
2025-05-12,2835993.310010033,1669857.4379120227
2025-05-13,2882554.285630137,1645984.3919046288
2025-05-14,2921755.0612584334,1632966.985576971
2025-05-15,2901030.128799921,1579405.8875736403
2025-05-16,2695707.363469639,1382167.3139892071
2025-05-17,2436244.5912678936,1124373.3501327382
2025-05-18,2292661.1471050046,972162.4772424106
2025-05-19,2326563.818037949,976775.217260948
2025-05-20,2251346.9264256298,916020.3177429471
2025-05-21,2259905.0521843266,918997.2531356879
2025-05-22,2425788.0209228294,1009328.8381638147
2025-05-23,2637598.574360476,1126417.4685527731
2025-05-24,2783049.4233721537,1217413.615538728
2025-05-25,2922349.9078756073,1310247.6909154116
2025-05-26,2948959.9743818855,1334221.2612550731
2025-05-27,2975020.476875915,1345042.4685577776
2025-05-28,3071633.568387626,1400250.008226757
2025-05-29,3156088.377236551,1461863.1591696201
2025-05-30,3182942.4397791363,1481426.1057082815
2025-05-31,3189202.301350118,1488715.324593606
2025-06-01,3128012.4543977957,1463566.0606868428
2025-06-02,3221585.338256693,1547920.6026271977
2025-06-03,3359401.803530866,1667317.455111412
2025-06-04,3519411.0989799947,1811959.5539378629
2025-06-05,3708931.3465199843,1971679.1019421464
2025-06-06,3918341.217051511,2145559.194990248
2025-06-07,4122819.3382429704,2361601.4328372506
2025-06-08,4286300.725488141,2614928.893259789
2025-06-09,4390932.497555153,2870686.9258751674
2025-06-10,4474475.820767522,3130593.929721506
2025-06-11,4529909.930724001,3384855.1124322084
2025-06-12,4540095.05266859,3610703.8963577864
2025-06-13,4499107.820764497,3754389.4725390673
2025-06-14,4481590.128250091,3864333.3270222503
2025-06-15,4459764.336941504,3951175.7313941973
2025-06-16,4426870.82382318,4004373.176380343
2025-06-17,4365050.512232972,3973933.0684281616
2025-06-18,4301352.218112461,3874380.1278979443
2025-06-19,4240013.182865624,3728385.660961209
2025-06-20,4179250.068621756,3587632.925743232
2025-06-21,4015410.9611403286,3324535.3128283424
2025-06-22,3848027.912626463,3021069.342214502
2025-06-23,3703306.2188625135,2742568.174585039
2025-06-24,3614711.982923371,2559416.175582342
2025-06-25,3489157.479520813,2372143.408038689
2025-06-26,3346012.025120188,2177369.5530250645
2025-06-27,3122798.711082157,1922064.289406606
2025-06-28,2961438.317767545,1753096.856089311
2025-06-29,2939458.6066475064,1724215.1132031009
2025-06-30,2969691.9899069555,1751083.0178130907
2025-07-01,3014142.797554734,1809666.3446833137
2025-07-02,3079708.555501923,1889299.75028581
2025-07-03,3170197.565657228,1986047.861032301
2025-07-04,3285065.512442999,2096636.5301582855
2025-07-05,3420307.788276996,2223237.2460910794
2025-07-06,3539147.986892636,2351447.7845328557
2025-07-07,3637461.732589923,2479122.2438069344
2025-07-08,3668252.829129978,2574159.2724836273
2025-07-09,3505885.93121395,2513450.295621787
2025-07-10,3316276.516079258,2357802.8946704175
2025-07-11,3267898.14793345,2290965.9697932033
2025-07-12,3221712.824968646,2234216.3535399586
2025-07-13,3204993.455520589,2201254.4177811537
2025-07-14,3209923.941597733,2190486.7434632285
2025-07-15,3221875.0592530146,2180372.9831519807
2025-07-16,3301373.5843567797,2228954.662368169
2025-07-17,3410457.189833869,2307788.160320486
2025-07-18,3520624.790675405,2401876.7858246416
2025-07-19,3563989.034572211,2439749.480506152
2025-07-20,3651574.4018356586,2509145.9882072164
2025-07-21,3698747.937178962,2571581.924054222
2025-07-22,3690012.5276380014,2614313.937964946
2025-07-23,3663118.5570380855,2630924.7599898763
2025-07-24,3621795.578900352,2627674.7470341725
2025-07-25,3563438.346913983,2594111.519514924
2025-07-26,3472326.2757639233,2522529.271605907
2025-07-27,3424310.310534085,2484184.2023274424
2025-07-28,3402030.1316571124,2468153.0695511075
2025-07-29,3397740.266278138,2472947.6706267404
2025-07-30,3392888.1415819745,2486799.1983186407
2025-07-31,3373980.6054193545,2487554.5884670718
2025-08-01,3344958.8753873757,2472793.014122137
2025-08-02,3324297.6935471776,2454380.1386315343
2025-08-03,3292287.3948505544,2417231.127706066
2025-08-04,3233385.757922432,2358718.9815722685
2025-08-05,3157344.5364445196,2290617.030975752
2025-08-06,2972812.3523954297,2143386.9700817484
2025-08-07,2787600.3045157953,1976631.5738730375
2025-08-08,2700861.6738051255,1888557.0270682632
2025-08-09,2603756.900630339,1803094.6532718535
2025-08-10,2514804.8979450236,1730920.035108089
2025-08-11,2439307.8008897854,1666798.5060422013
2025-08-12,2382965.8891877383,1611807.1479628575
2025-08-13,2334387.874637136,1566583.9238318745
2025-08-14,2266483.846022069,1522471.4764043356
2025-08-15,2069595.3370238126,1387337.364377544
2025-08-16,1752366.3122490568,1170006.5269171277
2025-08-17,1624381.9172901425,1073477.1521428856
2025-08-18,1566568.7959298182,1019109.7395710812
2025-08-19,1531029.4576673543,974573.2454305087
2025-08-20,1503734.9421362593,931637.0759366632
2025-08-21,1538960.25774179,926677.9885209807
2025-08-22,1574418.7178508656,921814.6956564444
2025-08-23,1623103.2630436774,927324.0386473371
2025-08-24,1676460.2474054026,946576.4496652859
2025-08-25,1731612.5818401284,978092.2228864531
2025-08-26,1783156.8978566295,1019764.8618333695
2025-08-27,1835582.032177008,1069043.531256976
2025-08-28,1866138.6633421655,1107563.9630115922
2025-08-29,1845902.1160098675,1105271.0638436798
2025-08-30,1866399.3920277667,1139146.6101970042
2025-08-31,1865197.8152710963,1152830.3511288904
2025-09-01,1856753.8318144442,1154561.3361062885
2025-09-02,1878605.0795442865,1171578.2771730695
2025-09-03,1898830.219046173,1181132.513313164
2025-09-04,1897415.4940180276,1171313.6405187713
2025-09-05,1882111.6967659693,1147466.3063019207
2025-09-06,1845504.9815090636,1104282.5409868218
2025-09-07,1755707.752754595,1019986.2311994099
2025-09-08,1609651.9489853892,902550.1657797501
2025-09-09,1521839.319163369,830092.1325103324
2025-09-10,1474437.183422653,784009.5363806701
2025-09-11,1449719.6560852528,758916.8930313911
2025-09-12,1432727.8376493906,746468.6978585268
2025-09-13,1411462.2001844242,732241.8387703593
2025-09-14,1354361.2563782744,691490.2936968341
2025-09-15,1199424.7664711596,579482.9794828515
2025-09-16,1235217.8470642464,618075.4263285251
2025-09-17,1284930.458358924,661816.0717667048
2025-09-18,1306608.3798379141,678465.5478062661
2025-09-19,1337937.8724939688,697669.9522703158
2025-09-20,1367156.9243390055,709868.4461840007
2025-09-21,1314139.806467533,663878.702453319
2025-09-22,1325875.8058282374,672743.0948204803
2025-09-23,1346813.4198763424,685629.3841014939
2025-09-24,1367376.5470522917,698236.1601211554
2025-09-25,1368188.9724715913,697912.3689418519
2025-09-26,1310213.2323894978,659378.952119031
2025-09-27,1217898.5740364927,593805.473858074
2025-09-28,1114419.366007202,515719.10875547124
2025-09-29,1049603.6996178662,482640.78324782045
2025-09-30,904308.1393777203,395604.2678577729
2025-10-01,852697.6553240027,353775.2032028284
2025-10-02,783320.2095593108,291914.66896483675
2025-10-03,755353.0772258476,271778.3463279662
2025-10-04,771599.4438227057,284080.9521645382
2025-10-05,818983.668201075,317027.9556769765
2025-10-06,904649.5814409197,370070.2935964888
2025-10-07,970146.7254265444,407933.00790724636
2025-10-08,976495.3774990459,408460.7890131838
2025-10-09,979039.981126339,403820.18573150085
2025-10-10,916320.9809556917,363339.6469578782
2025-10-11,740672.5391464888,263058.8657872636
2025-10-12,666179.2330994247,239541.9846395905
2025-10-13,627833.7814442241,222151.3803637598
2025-10-14,693034.0358746403,260560.35124655056
2025-10-15,770117.8653392794,305541.19333193754
2025-10-16,833581.4002603303,342815.20684416837
2025-10-17,801091.0562839583,331775.2940059826
2025-10-18,818216.9301433065,341685.5325120474
2025-10-19,586435.3049295483,202876.65282935975
2025-10-20,503565.2180884298,163554.9311603735
2025-10-21,468389.12205640983,151986.1793098305
2025-10-22,500696.0286688755,170557.69621913557
2025-10-23,451161.1745623738,147183.8270705593
2025-10-24,374313.3619380364,110775.45752600279
2025-10-25,280858.6422615436,79676.6297132482
2025-10-26,211495.70544019045,62534.42668875472
2025-10-27,208352.18686500442,64068.89881231509
2025-10-28,255829.56579886714,75760.58131969157
2025-10-29,212541.8522592337,64220.84564017977
2025-10-30,282300.26896204636,81053.15560172494
2025-10-31,325200.3271800236,95333.13834368277
2025-11-01,238030.4216109,69819.0390028839
2025-11-02,260920.56804463608,76262.62304359455
2025-11-03,297116.0657555448,89221.31373125134
2025-11-04,321671.2704521234,102004.9023666005
2025-11-05,359658.8728167711,115539.02978990355
2025-11-06,282732.91192106094,86335.66558321996
2025-11-07,215237.30911616754,69489.83084153199
2025-11-08,219000.25976852997,70893.46931589096
2025-11-09,238796.69931738704,77276.33045834501
2025-11-10,256813.91391475056,82893.99798253701
2025-11-11,278340.1704310395,90004.68560920151
2025-11-12,305582.84148489876,98974.8990479004
2025-11-13,243951.01476619905,81888.39540732061
2025-11-14,184175.70695959358,68906.2873601073
2025-11-15,137547.6863128936,60944.43801077455
2025-11-16,120942.12386458609,59333.654537212926
2025-11-17,115218.99067783775,58620.04794305899
2025-11-18,120453.28864021099,59550.535402637615
2025-11-19,154795.27540720487,66606.24472381956
2025-11-20,187164.64444189164,74105.22792594142
2025-11-21,193623.67461332047,75342.65781347646
2025-11-22,146481.85531793657,63035.109652304374
2025-11-23,111304.41001691314,55374.41391434657
2025-11-24,125948.12344646356,58099.9298910631
2025-11-25,106782.80547594625,54895.77943715324
2025-11-26,72019.39115669999,47755.06525115225
2025-11-27,75913.61866376041,49024.49627813997
2025-11-28,65746.7910924474,46624.569663946
2025-11-29,103872.02243022903,54207.5297078949
2025-11-30,121863.73587120579,58931.28742017435
2025-12-01,153354.1259839564,67504.12951593884
2025-12-02,142174.67921269895,64067.71380573105
2025-12-03,143237.65013216203,66141.78368941021
2025-12-04,120151.03286765517,60385.3441724466
2025-12-05,81313.60447338135,49599.5509524369
2025-12-06,74909.56247880372,47639.81559548232
2025-12-07,82559.44842931691,48827.4984402912
2025-12-08,80426.68753581554,47647.14539316672
2025-12-09,59426.62473677438,42311.439041819714
2025-12-10,58052.490779303094,42047.27029602733
2025-12-11,40974.95026526744,37595.973378633884
2025-12-12,34197.60735191314,36274.98485471068
2025-12-13,29767.884624021895,35526.90554702085
2025-12-14,32045.02732940444,36491.23024030436
2025-12-15,22711.803992538167,33762.55981124523
2025-12-16,30074.32782449199,35270.524467920244
2025-12-17,28205.18209793933,34619.51134638177
2025-12-18,37063.25257690544,36779.08184297353
2025-12-19,25517.69550862445,33907.05710972471
2025-12-20,30712.53621801386,35352.40417445836
2025-12-21,36414.42484161663,36706.730445465335
2025-12-22,40652.84615990577,37895.45298606262
2025-12-23,36167.806840494515,37237.74086622789
2025-12-24,37895.091980778794,37671.10809119392
2025-12-25,28896.3266955166,35799.79170045627
2025-12-26,33134.968462549405,37535.49694585399
2025-12-27,42427.75769415818,39883.66461527851
2025-12-28,64228.03036316914,44708.717177982115
2025-12-29,72534.07767898275,46590.20678499914
2025-12-30,93776.42338755043,51873.30109442945
2025-12-31,109942.13838551762,56546.00071637919
